lncRNA,TCGA-IB-A6UG-01A,TCGA-3A-A9IU-01A,TCGA-FB-A545-01A,TCGA-IB-AAUQ-01A,TCGA-HV-A5A3-01A,TCGA-IB-7897-01A,TCGA-HV-AA8V-01A,TCGA-HV-A5A5-01A,TCGA-M8-A5N4-01A,TCGA-3A-A9IJ-01A,TCGA-HZ-8637-01A,TCGA-IB-AAUN-01A,TCGA-IB-AAUW-01A,TCGA-IB-7888-01A,TCGA-2L-AAQA-01A,TCGA-RB-A7B8-01A,TCGA-2L-AAQM-01A,TCGA-2J-AABE-01A,TCGA-IB-7889-01A,TCGA-IB-A6UF-01A,TCGA-F2-A8YN-01A,TCGA-F2-A44H-01A,TCGA-YH-A8SY-01A,TCGA-3A-A9IC-01A,TCGA-HZ-A4BK-01A,TCGA-Z5-AAPL-01A,TCGA-H6-A45N-01A,TCGA-HZ-A4BH-01A,TCGA-F2-A7TX-01A,TCGA-Q3-A5QY-01A,TCGA-F2-A44G-01A,TCGA-HZ-A49G-01A,TCGA-HZ-8005-01A,TCGA-HZ-8001-01A,TCGA-LB-A7SX-01A,TCGA-HV-A5A6-01A,TCGA-HZ-8003-01A,TCGA-IB-AAUS-01A,TCGA-HZ-A77P-01A,TCGA-US-A77E-01A,TCGA-IB-7890-01A,TCGA-LB-A9Q5-01A,TCGA-IB-7644-01A,TCGA-2J-AABT-01A,TCGA-2J-AAB1-01A,TCGA-HZ-7920-01A,TCGA-3A-A9IL-01A,TCGA-2J-AABI-01A,TCGA-IB-7647-01A,TCGA-IB-A5SS-01A,TCGA-S4-A8RO-01A,TCGA-IB-A5ST-01A,TCGA-HZ-7918-01A,TCGA-XD-AAUI-01A,TCGA-IB-AAUO-01A,TCGA-PZ-A5RE-01A,TCGA-2J-AABA-01A,TCGA-HV-A5A4-01A,TCGA-3A-A9IZ-01A,TCGA-XD-AAUL-01A,TCGA-IB-7886-01A,TCGA-S4-A8RM-01A,TCGA-HZ-A49H-01A,TCGA-HZ-8636-01A,TCGA-IB-AAUU-01A,TCGA-IB-7885-01A,TCGA-2J-AABO-01A,TCGA-HZ-A8P1-01A,TCGA-2J-AABV-01A,TCGA-US-A77G-01A,TCGA-US-A774-01A,TCGA-HZ-7919-01A,TCGA-2J-AABU-01A,TCGA-IB-7651-01A,TCGA-HZ-8315-01A,TCGA-2L-AAQL-01A,TCGA-IB-7893-01A,TCGA-FB-A7DR-01A,TCGA-FB-AAPS-01A,TCGA-IB-AAUP-01A,TCGA-3A-A9IS-01A,TCGA-3A-A9I7-01A,TCGA-2J-AABP-01A,TCGA-HV-A7OL-01A,TCGA-F2-6879-01A,TCGA-FB-A4P6-01A,TCGA-HV-A7OP-01A,TCGA-HZ-7922-01A,TCGA-FB-AAPU-01A,TCGA-3A-A9IX-01A,TCGA-HZ-8317-01A,TCGA-3A-A9J0-01A,TCGA-FB-A4P5-01A,TCGA-3E-AAAZ-01A,TCGA-3E-AAAY-01A,TCGA-H6-8124-01A,TCGA-2L-AAQI-01A,TCGA-HZ-A8P0-01A,TCGA-3A-A9I5-01A,TCGA-YB-A89D-01A,TCGA-2J-AABH-01A,TCGA-IB-7646-01A,TCGA-US-A776-01A,TCGA-IB-A5SO-01A,TCGA-FB-AAQ0-01A,TCGA-RB-AA9M-01A,TCGA-IB-A5SP-01A,TCGA-HZ-A77Q-01A,TCGA-IB-7654-01A,TCGA-3A-A9IN-01A,TCGA-3A-A9IV-01A,TCGA-3A-A9IR-01A,TCGA-IB-AAUV-01A,TCGA-HZ-7289-01A,TCGA-FB-AAPP-01A,TCGA-IB-A7LX-01A,TCGA-IB-A7M4-01A,TCGA-3A-A9IO-01A,TCGA-US-A779-01A,TCGA-2L-AAQE-01A,TCGA-FB-AAQ6-01A,TCGA-2J-AABK-01A,TCGA-HV-AA8X-01A,TCGA-IB-AAUM-01A,TCGA-H8-A6C1-01A,TCGA-F2-7273-01A,TCGA-FB-AAPY-01A,TCGA-FB-A78T-01A,TCGA-IB-8126-01A,TCGA-Q3-AA2A-01A,TCGA-HZ-8002-01A,TCGA-IB-A5SQ-01A,TCGA-HZ-A49I-01A,TCGA-HZ-7926-01A,TCGA-IB-AAUR-01A,TCGA-FB-A5VM-01A,TCGA-FB-AAQ3-01A,TCGA-2J-AABR-01A,TCGA-XN-A8T5-01A,TCGA-IB-8127-01A,TCGA-3A-A9IH-01A,TCGA-XD-AAUG-01A,TCGA-IB-7891-01A,TCGA-HZ-7925-01A,TCGA-2L-AAQJ-01A,TCGA-IB-7887-01A,TCGA-FB-AAQ1-01A,TCGA-S4-A8RP-01A,TCGA-FB-AAPQ-01A,TCGA-YY-A8LH-01A,TCGA-HZ-A77O-01A,TCGA-FB-AAPZ-01A,TCGA-FB-AAQ2-01A,TCGA-LB-A8F3-01A,TCGA-IB-7645-01A,TCGA-HZ-A9TJ-01A,TCGA-2J-AAB6-01A,TCGA-2J-AABF-01A,TCGA-XD-AAUH-01A,TCGA-2J-AAB9-01A,TCGA-OE-A75W-01A,TCGA-2J-AAB4-01A,TCGA-IB-7652-01A,TCGA-3A-A9I9-01A,TCGA-XN-A8T3-01A,TCGA-IB-7649-01A,TCGA-2J-AAB8-01A,TCGA-3A-A9IB-01A
AL390719.2,8.77478706,9.152284842,8.888743249,7.491853096,9.943979914,5.169925001,9.68474862,8.651051691,9.951284715,8.262094845,7.988684687,7.930737338,8.62935662,4.754887502,9.481799432,10.01402047,8.361943774,9.103287808,6,8.599912842,8.569855608,7.392317423,9.364134655,10.54012804,9.515699838,7.348728154,8.741466986,8.787902559,7.434628228,7.209453366,8.751544059,9.436711542,7.285402219,7.22881869,11.03479896,10.56224242,6.832890014,7.022367813,8.857980995,9.226412193,5.392317423,6.658211483,8.592457037,8.392317423,7.988684687,5.169925001,9.060695932,9.594324604,4.906890596,7.312882955,6.894817763,7.375039431,3.321928095,8.562242424,10.29806257,10.215533,7.562242424,10.57175264,8.189824559,9.231221181,6.768184325,9.62388149,9.011227255,9.691743519,8.965784285,7.330916878,7.994353437,8.434628228,7.366322214,10.61746747,8.303780748,7.076815597,7.366322214,5.977279923,9.283088353,9.900866808,1.584962501,7.73470962,7.50779464,7.882643049,7.6794801,8.784634846,0,10.38046107,9.562242424,8.682994584,7.366322214,6.459431619,8.487840034,7.409390936,8.335390355,8.945443836,8.189824559,9.86727874,9.539158811,9.154818109,7.839203788,10.4419067,8.30833903,8.049848549,9.569855608,2,10.86959384,9.159871337,10.42416629,8.495855027,9.733015322,7,8,8.479780264,5.554588852,10.13314221,6.882643049,6.087462841,10.16239133,7.813781191,8.73809226,7.8008999,10.87958325,9.802516365,8.554588852,9.535275377,9.964340868,8.927777962,10.56510208,6.087462841,9.864186145,11.63526466,6.727920455,9.924812504,6.339850003,6.22881869,10.43045255,7.442943496,7.033423002,7.17990909,8.400879436,7.366322214,7.434628228,9.049848549,9.675957033,7.499845887,5.392317423,7.055282436,7.375039431,9.278449458,8.539158811,9.614709844,7.055282436,10.76487159,8.108524457,7.924812504,8.285402219,8.475733431,5.832890014,10.38478375,7.330916878,10.81297947,7.64385619,6.321928095,11.82694565,8.54689446,8.710806434,11.20823436,9.100662339,4,7.768184325,6.977279923
AC016735.1,6.375039431,3.700439718,4.754887502,6.129283017,2.321928095,5.727920455,4.087462841,5.807354922,5.044394119,1,5.169925001,5.129283017,7.169925001,4.754887502,7.189824559,6.22881869,0,5.727920455,6.845490051,4.247927513,6.906890596,6.169925001,3.906890596,4.321928095,7.6794801,4.247927513,6.06608919,6.491853096,3.459431619,4.700439718,6.727920455,5.95419631,4.321928095,4.459431619,7.651051691,7.199672345,5.285402219,4.906890596,4.906890596,6.247927513,4,4.754887502,7.930737338,6.14974712,6.845490051,4.392317423,4.523561956,0,6.95419631,3.584962501,7.409390936,4.087462841,7.577428828,5,6.930737338,7.011227255,6.62935662,7.357552005,4.523561956,5.700439718,7.62935662,9.17990909,6.523561956,6.845490051,8.21916852,6.209453366,7.011227255,7.727920455,5.700439718,7.383704292,6.554588852,7.392317423,3,6.599912842,5.906890596,6.491853096,5.727920455,4.321928095,3.459431619,6.285402219,0,6.22881869,1.584962501,6.426264755,7.754887502,5.321928095,4.857980995,5.672425342,8.573647187,6.807354922,6.321928095,6.321928095,3.700439718,6.965784285,6.906890596,6.022367813,7.312882955,4.700439718,6.727920455,7.14974712,6.781359714,5.321928095,8.174925683,7.033423002,6.845490051,6.321928095,7.539158811,5.357552005,7.266786541,1,1,0,3.584962501,6.285402219,7.768184325,6.129283017,6.614709844,2.584962501,7.721099189,7.531381461,5.700439718,6.339850003,6.426264755,6.426264755,8.118941073,6.087462841,6.87036472,8.252665432,5.672425342,8.044394119,6.06608919,3,5.459431619,7.087462841,4.906890596,1.584962501,5.584962501,5.129283017,3,8.174925683,5.700439718,5.426264755,6.06608919,5.930737338,7.022367813,6.87036472,6.06608919,7.257387843,4.64385619,6.942514505,6.768184325,6.06608919,4.459431619,7.569855608,4.247927513,6.794415866,3.321928095,6.845490051,2.584962501,5.285402219,7.257387843,5.285402219,6.658211483,4.906890596,5.087462841,5.906890596,5.321928095,6
MIR137HG,2.584962501,3.584962501,3.321928095,2,1.584962501,5.807354922,1.584962501,0,1.584962501,1,5,0,5.087462841,2.807354922,1,3.584962501,1,0,2.584962501,2.584962501,0,1,1,2.321928095,1,0,2,1,2.584962501,0,2,2,0,3.584962501,2.321928095,0,2.321928095,1,3,0,3,2,0,2.321928095,1.584962501,5.169925001,0,0,2.321928095,2.807354922,2,1,2.807354922,1,7.721099189,5.95419631,3.807354922,2.321928095,2.584962501,1,0,0,4.392317423,1.584962501,2.584962501,0,1.584962501,0,0,1,2,3.169925001,0,1,3.169925001,2,5.459431619,2,2.807354922,2.584962501,0,2,4.523561956,1,0,2,1,2.584962501,0,3.169925001,0,1.584962501,1,2.321928095,2.321928095,5.672425342,2.584962501,1.584962501,2.321928095,3.321928095,1.584962501,1.584962501,1,3.169925001,6.832890014,3.169925001,0,1,2,3.321928095,4.087462841,10.78871833,5.209453366,0,1,1.584962501,1,0,0,0,1.584962501,4.64385619,1.584962501,2.807354922,2,2.807354922,2.321928095,2,3.321928095,5.857980995,3.321928095,2.584962501,0,0,3.169925001,1,1.584962501,3,2.321928095,1,1,2.584962501,3.584962501,0,0,1.584962501,0,1,0,0,7.366322214,2.321928095,4,0,4.64385619,3.169925001,5.247927513,1.584962501,2.807354922,2,2,2,2.321928095,2.321928095,1,0,0,1.584962501
LINC01139,2,2.321928095,1.584962501,5.832890014,1.584962501,6.108524457,2,0,5.614709844,0,5.426264755,1,2.807354922,4.247927513,0,1.584962501,3,2.807354922,1,2.584962501,1,2,1.584962501,2.321928095,3.321928095,3.700439718,3.584962501,1,5,3.584962501,1.584962501,4.169925001,0,5.209453366,6.375039431,2,4.700439718,2.321928095,3.169925001,2,3.807354922,1.584962501,1,0,0,3.700439718,2,9.465566405,4,3,0,1,1,3.700439718,2,0,1,2.807354922,1.584962501,1.584962501,0,3,3.807354922,3.321928095,4.087462841,2.321928095,0,8.092757141,0,0,3,2,0,1.584962501,3.321928095,1,2.807354922,1.584962501,4.087462841,4.392317423,0,3,6.965784285,0,2.584962501,2.807354922,0,0,1.584962501,2.321928095,3.906890596,3,2.321928095,2,2.807354922,0,2.807354922,0,0,3.321928095,2.584962501,0,1.584962501,3.906890596,0,0,2,1,2.584962501,4.754887502,4.459431619,3,1,0,0,0,1.584962501,2,0,0,2,4,1.584962501,2,1,3.700439718,1,2.807354922,5.491853096,1,1.584962501,2,2.807354922,3.169925001,1,0,2.321928095,2.584962501,0,2.321928095,2.584962501,2.584962501,3,4,2.321928095,0,7.076815597,4.857980995,0,2.584962501,2.584962501,3,3.321928095,1,1.584962501,1,2.321928095,2,0,1.584962501,1.584962501,2.807354922,4.169925001,3.807354922,2.321928095,3.807354922,2,0
AL359853.1,2.584962501,1,1.584962501,3.169925001,0,3.169925001,2.807354922,1,1,0,4,0,2,3.321928095,1.584962501,1,4,1,2.584962501,1.584962501,1,0,0,2.807354922,2.321928095,3.700439718,3,4.087462841,1,3.700439718,0,0,0,4.807354922,2.584962501,2.807354922,0,3.459431619,6.62935662,1.584962501,2.321928095,0,1.584962501,3.906890596,1,6.754887502,4.906890596,4.247927513,3.807354922,2,0,3.459431619,1.584962501,3.321928095,1,1.584962501,1,0,1.584962501,1.584962501,1,2.584962501,2.584962501,3.584962501,1.584962501,1.584962501,2.807354922,1,0,1.584962501,3.459431619,2,1.584962501,2.807354922,3.321928095,2,2,5.321928095,3.459431619,4.754887502,8.758223215,4.64385619,1.584962501,3.906890596,1,2,0,3.459431619,3,4.169925001,3.321928095,2,3.700439718,5.285402219,2.321928095,3.321928095,1,2.584962501,2.584962501,2.807354922,0,1,7.62935662,3.169925001,1.584962501,1,1,2.584962501,2.584962501,6.044394119,7.707359132,10.19352536,2.807354922,6,0,1.584962501,0,6.491853096,1,2,1.584962501,2.321928095,0,2.321928095,3.321928095,3.169925001,2,1.584962501,2.321928095,1.584962501,1.584962501,5.523561956,2.584962501,3,4.459431619,1.584962501,1,1.584962501,4.700439718,1,2,3.321928095,2.321928095,3.321928095,3,2,2.584962501,2.584962501,2.807354922,2.584962501,1.584962501,0,0,2.321928095,2.321928095,2,2.321928095,1,3.906890596,0,1,1.584962501,2.321928095,3,2,1.584962501,1.584962501,1
AL354953.1,6.820178962,7.321928095,6.459431619,6.247927513,5.087462841,6.266786541,7.6794801,5.930737338,6.599912842,1,6.95419631,6.768184325,5.129283017,5.426264755,7.888743249,8.54689446,3.906890596,7.50779464,9.487840034,7.918863237,5.754887502,6.906890596,8.558420713,7.845490051,5.491853096,3.807354922,6.247927513,6.727920455,5.426264755,6.022367813,5.321928095,4.906890596,6.22881869,8.06608919,6.754887502,6.491853096,4.807354922,8.13442632,5.209453366,8.554588852,6.754887502,5.832890014,5.491853096,5.64385619,8.033423002,5.321928095,5.044394119,6.977279923,6.942514505,8.159871337,8.873444113,8.321928095,5.727920455,6.357552005,10.07547915,7.584962501,6.727920455,6.882643049,5.882643049,8.199672345,6.686500527,7.707359132,5.169925001,8.988684687,8.285402219,8.900866808,7.044394119,7.033423002,4.807354922,6.918863237,6.539158811,7.417852515,7.409390936,6.832890014,6.285402219,10.51668495,8.049848549,7.22881869,5,6,1,7.665335917,0,8.714245518,5.169925001,5.129283017,9.424166289,5.044394119,8.982993575,6.247927513,6.658211483,8.592457037,4.459431619,8.672425342,6.06608919,7.475733431,7.982993575,8.076815597,8.344295908,6.906890596,9.768184325,8.339850003,6.857980995,4.392317423,8.17990909,7.108524457,5.044394119,7.64385619,6.209453366,5.754887502,5.087462841,2.584962501,4.169925001,6.845490051,6.247927513,9.100662339,6.14974712,2.584962501,5.491853096,6.62935662,7.348728154,8.700439718,6.475733431,7.276124405,8.139551352,5.285402219,8.321928095,9.016808288,2,7.366322214,5.807354922,7.076815597,7.303780748,7.247927513,7.845490051,8.335390355,8.189824559,5.426264755,4.857980995,6.741466986,8.614709844,4.906890596,6.754887502,6.22881869,8.276124405,6.442943496,9.082149041,9.09011242,7.761551232,9.533329732,8.005624549,6.285402219,8.523561956,10.37829486,8.758223215,8.262094845,10.30035256,9.162391329,8.744833837,5,8.276124405,7.46760555,6.965784285,6.426264755,5.554588852,6.882643049,6.539158811,6.894817763
BX470102.1,6.794415866,8.519636253,7.011227255,7.434628228,6.794415866,4.584962501,7.665335917,5.169925001,7.257387843,6.303780748,5.672425342,6,6.06608919,5.857980995,10.09407769,9.62388149,4.459431619,9.162391329,6.807354922,8.174925683,6.977279923,6.686500527,9.118941073,9.645658432,7.392317423,7.238404739,6.044394119,6.554588852,4.321928095,6.22881869,6.584962501,6.894817763,5.169925001,6.491853096,8.675957033,5.906890596,3.906890596,5.209453366,6.247927513,6.523561956,5.672425342,5,6.882643049,5.977279923,9.214319121,5,2.807354922,6.392317423,4.95419631,5.426264755,9.479780264,5.247927513,5.129283017,7.686500527,7.499845887,8.434628228,6.794415866,9.315149562,7.768184325,7.994353437,7.330916878,9.317412614,6.06608919,8.396604781,8.724513853,7.17990909,6.442943496,8.558420713,6,8.625708843,6.022367813,7.312882955,6.820178962,4.392317423,8.471675214,8,5.321928095,6.285402219,6.087462841,4.523561956,0,6.700439718,3.584962501,8.357552005,7.257387843,5.129283017,7.971543554,5.832890014,9.315149562,6.087462841,6,5.906890596,5.247927513,8.144658243,8.388017285,7.569855608,7.523561956,8.224001674,5.95419631,8.335390355,9.485829309,5.672425342,8.366322214,8.139551352,10.50382574,6.658211483,6.918863237,6.614709844,5.357552005,3.906890596,4.247927513,5.459431619,4.247927513,4.700439718,6.491853096,8.54303182,6.614709844,0,8.321928095,6.768184325,8.370687407,9.878050913,8.13442632,7.098032083,9.355351096,5.554588852,9.084808388,8.885696373,4.64385619,9.419960178,3.906890596,5.523561956,8.519636253,7.794415866,6.857980995,5.832890014,8.247927513,6.906890596,5.807354922,7.6794801,7.977279923,7.312882955,4.807354922,6.700439718,7.721099189,7.357552005,7.807354922,8.214319121,6.442943496,9.312882955,7.569855608,8.016808288,6.845490051,9.28771238,5.64385619,9.763212367,7,8.584962501,7.285402219,5.754887502,10.89026428,9.025139562,7.257387843,8.383704292,7.312882955,5.392317423,8.764871591,6.930737338
AL365181.3,8.022367813,9.839203788,8.174925683,8.77478706,6.614709844,7.375039431,8.294620749,8.204571144,9.019590728,3.700439718,8.503825738,9.361943774,8.098032083,7.658211483,11.29289676,8.618385502,5.044394119,8.011227255,8.62935662,7.417852515,7.977279923,8.820178962,8.829722735,7.95419631,8.647458426,6.614709844,6.882643049,9.497851837,8.64385619,5.781359714,7.312882955,7.515699838,9.609178738,7.400879436,10.14465824,5.754887502,7.693486957,6.965784285,8.784634846,6.781359714,7.577428828,7.592457037,8.625708843,8.625708843,9.209453366,6.247927513,3.321928095,11.07414146,9.887220615,9.164906927,10.79603961,6.459431619,7.118941073,9.142107057,8.519636253,8.413627929,9.131856961,9.224001674,5.754887502,9.28771238,9.005624549,10.85018684,7.189824559,11.10328781,9.335390355,10.6794801,8.388017285,10.38694025,3.700439718,10.13570929,9.884170519,8.930737338,8.353146825,9.789533645,9.20701432,8.851749041,9.047123912,9.525520809,6.022367813,8.174925683,2.807354922,9.442943496,5.977279923,9.174925683,10.75154406,7.348728154,9.874981348,8.721099189,11.61700823,7.46760555,7.554588852,10.00562455,7.312882955,6.129283017,9.167418146,9.87036472,9.044394119,10.14847658,11.65329295,8.50779464,10.14082977,7.50779464,9.584962501,9.113742166,9.696967526,7.622051819,9.353146825,7.129283017,9.977279923,4.857980995,6.554588852,3.700439718,5.044394119,9.707359132,9.54689446,9.743151394,9.257387843,3,9.527477006,8.882643049,10.02513956,8.603626345,11.14847658,7.651051691,9.436711542,6.62935662,7.741466986,10.14082977,6.209453366,8.531381461,6.392317423,10.12799432,10.02928723,9.918863237,7.930737338,7.727920455,7.266786541,7.857980995,8.614709844,10.27262978,9.394462695,5.523561956,8.857980995,8.413627929,9.663558104,9.731319031,9.116343961,9.784634846,9.741466986,10.76155123,9.622051819,7.686500527,9.729620744,11.4604559,8.661778098,9.22881869,4.392317423,8.977279923,6.882643049,7.276124405,9.523561956,8.721099189,8.861086906,7.807354922,7.108524457,7.06608919,9.383704292,7.888743249
LINC02257,3.906890596,5.807354922,4.523561956,4.64385619,4.169925001,2,4.247927513,4.321928095,4,1,4.459431619,5.321928095,2,0,6.357552005,5.523561956,0,4.95419631,3.584962501,6.426264755,5.169925001,2.807354922,6.022367813,6.169925001,3.700439718,2,3.584962501,3.321928095,2.321928095,1,6.539158811,2.584962501,7.539158811,5.882643049,4.321928095,3.807354922,3.584962501,5.247927513,3.700439718,5.672425342,6.169925001,3,4.523561956,3,3,2.584962501,1,6.022367813,4,6.794415866,3.807354922,3.807354922,1,4.459431619,4.700439718,6.266786541,5.523561956,3.321928095,5.523561956,5.426264755,4.64385619,4.087462841,1.584962501,6.584962501,4.169925001,6.247927513,4.247927513,2.807354922,1.584962501,2.321928095,4.906890596,4.700439718,5.491853096,5.554588852,5.209453366,1.584962501,7.994353437,6.714245518,6.303780748,4.459431619,0,6.044394119,2.584962501,3,5.700439718,2.584962501,2,4.584962501,2.807354922,5.087462841,2.584962501,5.285402219,2.584962501,4.321928095,3,7.285402219,4.169925001,4.459431619,2.321928095,4.392317423,4.169925001,6.459431619,0,6,5.044394119,3,1,3.906890596,4.584962501,0,2.584962501,0,3,3.321928095,0,5.554588852,5.491853096,0,1,3.906890596,3.169925001,1.584962501,2.584962501,3,4,4.087462841,3,3.700439718,2.807354922,2.584962501,3.906890596,4.392317423,3.169925001,4.392317423,3.321928095,4.247927513,4.584962501,2.807354922,1,5.857980995,5.459431619,4.64385619,3,6.044394119,3.584962501,5.754887502,4.459431619,4.087462841,3.584962501,3.459431619,3.321928095,4,5.781359714,3.700439718,2.807354922,2.321928095,8.027905997,4.459431619,2.584962501,3.807354922,6.14974712,4.754887502,4.321928095,3.459431619,3.700439718,4.584962501,3.169925001,5.087462841
PROX1-AS1,7.276124405,5,4,4.459431619,5.285402219,6.700439718,6.491853096,7.159871337,2.584962501,8.603626345,8.87958325,7.044394119,6.50779464,4.247927513,8.829722735,2.321928095,6.321928095,6.108524457,6.169925001,6.189824559,6.794415866,4.523561956,1,6.357552005,5.087462841,3.584962501,5.426264755,6.942514505,6.303780748,2.321928095,6,6.459431619,1,5.129283017,3.169925001,5.614709844,7,3.584962501,5.209453366,4.807354922,3.584962501,6.285402219,3.459431619,3.459431619,4.247927513,7.011227255,6.129283017,6.044394119,6.321928095,5.426264755,3.807354922,3.700439718,6.087462841,5,3.700439718,2.321928095,1,4.392317423,4,5.426264755,5,5.727920455,5.584962501,5.930737338,5.285402219,3.584962501,5.321928095,4.169925001,5.672425342,5.781359714,6.554588852,4.247927513,1,8.942514505,5.247927513,6.06608919,1.584962501,4.247927513,3.584962501,3.169925001,5.523561956,3.700439718,0,3.906890596,2,5.554588852,8.092757141,5.357552005,3.584962501,6.820178962,6.906890596,4.392317423,4.807354922,2.807354922,6.741466986,5.044394119,6.044394119,5.321928095,9.936637939,4.247927513,5.95419631,5.930737338,6.599912842,4.700439718,4.857980995,6.584962501,4.523561956,2.807354922,5.832890014,6.321928095,5.247927513,8,5.247927513,5.832890014,8.092757141,5.321928095,5.087462841,6.965784285,5.392317423,4.087462841,6.303780748,7.383704292,6.339850003,6.491853096,4.807354922,6.727920455,4.392317423,6.442943496,6.658211483,1,6.988684687,5.209453366,2.807354922,3.906890596,3.169925001,3.906890596,4.321928095,5.906890596,4.459431619,5.129283017,5.857980995,4.754887502,7.276124405,2.807354922,7.087462841,2,7.209453366,6.129283017,4.584962501,4.087462841,5.781359714,4.321928095,4.169925001,7.888743249,6.339850003,4.584962501,3.906890596,6.044394119,5.930737338,5.392317423,7,6.714245518,6.741466986,6.321928095,6.686500527,5.727920455,3.584962501,4.584962501
PRDM16-DT,9.560332834,8.016808288,6.62935662,7.888743249,6.189824559,6.614709844,8.968666793,8.87036472,7.942514505,8.011227255,8.14974712,8.413627929,10.26561505,4.087462841,7.845490051,8.459431619,8.033423002,7.73470962,6.894817763,9.262094845,6.614709844,7.592457037,8.016808288,7.266786541,8.618385502,5.285402219,8.566054038,7.312882955,7.266786541,5.727920455,6.754887502,9.873444113,4.169925001,6.22881869,9.381542951,8.495855027,8.326429487,7.383704292,7.977279923,7.820178962,5.807354922,8.651051691,7.159871337,6.658211483,8.64385619,6.303780748,7.636624621,4.392317423,5.247927513,5.781359714,6.95419631,7.491853096,7.139551352,7.832890014,8.174925683,7.098032083,5.169925001,8.199672345,6.894817763,8.049848549,5.459431619,7.864186145,8.647458426,7.607330314,9.095397023,7.169925001,7.400879436,5.857980995,8.885696373,8.918863237,9.084808388,6.357552005,4.584962501,6.599912842,8.417852515,8.727920455,4.857980995,8.375039431,7.857980995,6.247927513,6.375039431,9.465566405,3.169925001,5.727920455,7,9.426264755,6.087462841,4.857980995,6.321928095,8.842350343,9.353146825,10.32080055,7.888743249,8.038918989,10.27844946,7.912889336,8.588714636,9.601770788,8.103287808,6.754887502,8.581200582,3.807354922,4.807354922,7.971543554,8.108524457,8.797661526,7.882643049,6.392317423,6.965784285,6.988684687,5.209453366,15.76437921,7.087462841,1,5.459431619,7.62935662,7.159871337,7.055282436,9.977279923,5.087462841,6.754887502,10.18735207,7.266786541,10.10983065,10.1382718,7.942514505,9.022367813,9.142107057,9.599912842,7.294620749,8.6794801,5.807354922,7.794415866,7.523561956,7.044394119,5.285402219,7.523561956,8.885696373,8.022367813,7.693486957,8.082149041,7.614709844,7.108524457,6.129283017,7.383704292,8.13442632,9.335390355,8.661778098,7.948367232,10.92999806,7.491853096,6.965784285,7.577428828,10.45738088,6.06608919,7.62935662,4.584962501,9.924812504,6.303780748,7.636624621,9.129283017,9.652844973,9.379378367,10.4918531,9.348728154,6.988684687,7.392317423,7.238404739
AC114488.1,4.700439718,6.523561956,6.357552005,5.426264755,7.266786541,4.807354922,6.169925001,5.807354922,6.357552005,0,6.50779464,5.392317423,7.129283017,3.169925001,6.882643049,6.599912842,2.807354922,6.044394119,5.087462841,5.584962501,6.375039431,4.584962501,4.807354922,4.321928095,4.95419631,4.523561956,5.930737338,7.098032083,4,2.321928095,6.906890596,6.988684687,3.807354922,4.247927513,6.672425342,5.459431619,4.906890596,5.129283017,6.108524457,7.50779464,5,4.392317423,7.700439718,6.62935662,6.882643049,4.807354922,2.807354922,7.159871337,5.807354922,4.754887502,6.022367813,4.584962501,4.64385619,6.044394119,7.294620749,6.491853096,6.321928095,7.022367813,7.539158811,6.882643049,6.942514505,8.882643049,3.700439718,6.044394119,8.144658243,6.741466986,5.321928095,6,2,8.21916852,6.22881869,7.17990909,5.554588852,6.392317423,8.266786541,4.906890596,5.087462841,6.14974712,2.321928095,5.392317423,1,6.266786541,0,5.554588852,8.430452552,5.129283017,2.321928095,5.64385619,7.845490051,7.294620749,5.321928095,7.076815597,3.807354922,5.64385619,5.614709844,6.614709844,7.108524457,5.882643049,3.906890596,6.686500527,6.392317423,5.882643049,8.299208018,7.238404739,7.294620749,6.459431619,7.159871337,4.95419631,6.108524457,1.584962501,1.584962501,0,4.087462841,6.14974712,7.936637939,7.276124405,6.06608919,2.584962501,6.930737338,6.321928095,4.584962501,7.303780748,6.741466986,5.554588852,6.209453366,5.044394119,7.21916852,8.033423002,4.523561956,6.845490051,5.727920455,3,7.285402219,6.832890014,5.169925001,2.584962501,4.754887502,6.22881869,4.087462841,8.266786541,6.321928095,5.321928095,4.247927513,5.392317423,8.044394119,5.584962501,7.139551352,7.06608919,6.475733431,7.294620749,4.754887502,7.6794801,5.584962501,6.64385619,6.14974712,7.714245518,5.95419631,6.894817763,3.169925001,4.392317423,5.614709844,7.523561956,6.95419631,4.392317423,5.044394119,5.672425342,5.64385619,5.584962501
