lncRNA,TCGA-IB-A6UG-01A,TCGA-3A-A9IU-01A,TCGA-FB-A545-01A,TCGA-IB-AAUQ-01A,TCGA-HV-A5A3-01A,TCGA-IB-7897-01A,TCGA-HV-AA8V-01A,TCGA-HV-A5A5-01A,TCGA-M8-A5N4-01A,TCGA-3A-A9IJ-01A,TCGA-HZ-8637-01A,TCGA-IB-AAUN-01A,TCGA-IB-AAUW-01A,TCGA-IB-7888-01A,TCGA-2L-AAQA-01A,TCGA-RB-A7B8-01A,TCGA-2L-AAQM-01A,TCGA-2J-AABE-01A,TCGA-IB-7889-01A,TCGA-IB-A6UF-01A,TCGA-F2-A8YN-01A,TCGA-F2-A44H-01A,TCGA-YH-A8SY-01A,TCGA-3A-A9IC-01A,TCGA-HZ-A4BK-01A,TCGA-Z5-AAPL-01A,TCGA-H6-A45N-01A,TCGA-HZ-A4BH-01A,TCGA-F2-A7TX-01A,TCGA-Q3-A5QY-01A,TCGA-F2-A44G-01A,TCGA-HZ-A49G-01A,TCGA-HZ-8005-01A,TCGA-HZ-8001-01A,TCGA-LB-A7SX-01A,TCGA-HV-A5A6-01A,TCGA-HZ-8003-01A,TCGA-IB-AAUS-01A,TCGA-HZ-A77P-01A,TCGA-US-A77E-01A,TCGA-IB-7890-01A,TCGA-LB-A9Q5-01A,TCGA-IB-7644-01A,TCGA-2J-AABT-01A,TCGA-2J-AAB1-01A,TCGA-HZ-7920-01A,TCGA-3A-A9IL-01A,TCGA-2J-AABI-01A,TCGA-IB-7647-01A,TCGA-IB-A5SS-01A,TCGA-S4-A8RO-01A,TCGA-IB-A5ST-01A,TCGA-HZ-7918-01A,TCGA-XD-AAUI-01A,TCGA-IB-AAUO-01A,TCGA-PZ-A5RE-01A,TCGA-2J-AABA-01A,TCGA-HV-A5A4-01A,TCGA-3A-A9IZ-01A,TCGA-XD-AAUL-01A,TCGA-IB-7886-01A,TCGA-S4-A8RM-01A,TCGA-HZ-A49H-01A,TCGA-HZ-8636-01A,TCGA-IB-AAUU-01A,TCGA-IB-7885-01A,TCGA-2J-AABO-01A,TCGA-HZ-A8P1-01A,TCGA-2J-AABV-01A,TCGA-US-A77G-01A,TCGA-US-A774-01A,TCGA-HZ-7919-01A,TCGA-2J-AABU-01A,TCGA-IB-7651-01A,TCGA-HZ-8315-01A,TCGA-2L-AAQL-01A,TCGA-IB-7893-01A,TCGA-FB-A7DR-01A,TCGA-FB-AAPS-01A,TCGA-IB-AAUP-01A,TCGA-3A-A9IS-01A,TCGA-3A-A9I7-01A,TCGA-2J-AABP-01A,TCGA-HV-A7OL-01A,TCGA-F2-6879-01A,TCGA-FB-A4P6-01A,TCGA-HV-A7OP-01A,TCGA-HZ-7922-01A,TCGA-FB-AAPU-01A,TCGA-3A-A9IX-01A,TCGA-HZ-8317-01A,TCGA-3A-A9J0-01A,TCGA-FB-A4P5-01A,TCGA-3E-AAAZ-01A,TCGA-3E-AAAY-01A,TCGA-H6-8124-01A,TCGA-2L-AAQI-01A,TCGA-HZ-A8P0-01A,TCGA-3A-A9I5-01A,TCGA-YB-A89D-01A,TCGA-2J-AABH-01A,TCGA-IB-7646-01A,TCGA-US-A776-01A,TCGA-IB-A5SO-01A,TCGA-FB-AAQ0-01A,TCGA-RB-AA9M-01A,TCGA-IB-A5SP-01A,TCGA-HZ-A77Q-01A,TCGA-IB-7654-01A,TCGA-3A-A9IN-01A,TCGA-3A-A9IV-01A,TCGA-3A-A9IR-01A,TCGA-IB-AAUV-01A,TCGA-HZ-7289-01A,TCGA-FB-AAPP-01A,TCGA-IB-A7LX-01A,TCGA-IB-A7M4-01A,TCGA-3A-A9IO-01A,TCGA-US-A779-01A,TCGA-2L-AAQE-01A,TCGA-FB-AAQ6-01A,TCGA-2J-AABK-01A,TCGA-HV-AA8X-01A,TCGA-IB-AAUM-01A,TCGA-H8-A6C1-01A,TCGA-F2-7273-01A,TCGA-FB-AAPY-01A,TCGA-FB-A78T-01A,TCGA-IB-8126-01A,TCGA-Q3-AA2A-01A,TCGA-HZ-8002-01A,TCGA-IB-A5SQ-01A,TCGA-HZ-A49I-01A,TCGA-HZ-7926-01A,TCGA-IB-AAUR-01A,TCGA-FB-A5VM-01A,TCGA-FB-AAQ3-01A,TCGA-2J-AABR-01A,TCGA-XN-A8T5-01A,TCGA-IB-8127-01A,TCGA-3A-A9IH-01A,TCGA-XD-AAUG-01A,TCGA-IB-7891-01A,TCGA-HZ-7925-01A,TCGA-2L-AAQJ-01A,TCGA-IB-7887-01A,TCGA-FB-AAQ1-01A,TCGA-S4-A8RP-01A,TCGA-FB-AAPQ-01A,TCGA-YY-A8LH-01A,TCGA-HZ-A77O-01A,TCGA-FB-AAPZ-01A,TCGA-FB-AAQ2-01A,TCGA-LB-A8F3-01A,TCGA-IB-7645-01A,TCGA-HZ-A9TJ-01A,TCGA-2J-AAB6-01A,TCGA-2J-AABF-01A,TCGA-XD-AAUH-01A,TCGA-2J-AAB9-01A,TCGA-OE-A75W-01A,TCGA-2J-AAB4-01A,TCGA-IB-7652-01A,TCGA-3A-A9I9-01A,TCGA-XN-A8T3-01A,TCGA-IB-7649-01A,TCGA-2J-AAB8-01A,TCGA-3A-A9IB-01A
AC093732.1,3.906890596,3.906890596,3.459431619,3.459431619,2.807354922,2,3.906890596,1.584962501,1.584962501,0,1,3.807354922,2.321928095,1,0,0,0,3.906890596,3.169925001,5.169925001,4.321928095,0,3.169925001,5.491853096,2.584962501,2.807354922,3.321928095,5.882643049,3.169925001,2.584962501,3.700439718,3.700439718,2.807354922,2.321928095,6.857980995,4.64385619,3.321928095,1,1.584962501,5.087462841,3.169925001,1,2.321928095,3.321928095,2.584962501,1,1.584962501,6.882643049,0,3.807354922,2.584962501,1.584962501,1,3.459431619,6.169925001,5.554588852,3.584962501,3.584962501,3.459431619,5.584962501,4.906890596,3.906890596,0,4.247927513,4.906890596,2.807354922,1.584962501,3.169925001,0,4.321928095,1.584962501,3,2.321928095,4.247927513,5.523561956,1,1,0,1.584962501,3.906890596,0,3.169925001,0,5.357552005,4.807354922,2.584962501,4.807354922,2,1.584962501,1.584962501,2.807354922,3.584962501,1.584962501,1,2,5.129283017,1,1,0,3.321928095,1.584962501,2.321928095,3.169925001,3.169925001,5.584962501,3.169925001,4.321928095,3.459431619,2,0,0,1.584962501,2.584962501,1.584962501,0,4.857980995,5.044394119,0,4.247927513,5.321928095,2.807354922,4.584962501,2.807354922,2.321928095,1.584962501,1.584962501,4.807354922,1.584962501,0,4.321928095,1.584962501,4,4,2.321928095,2,3.584962501,3.321928095,0,2.584962501,4.459431619,4.700439718,1.584962501,1,2,2,4.700439718,1,4.584962501,0,5.392317423,2,3,3.459431619,0,1,0,1,5.209453366,1,1,2.321928095,3.321928095,3.169925001,1,2,1,3.321928095,3.459431619
FOXD3-AS1,4.584962501,4.807354922,3.169925001,3.169925001,2,5.459431619,4.169925001,3.169925001,3.906890596,9.525520809,4.459431619,2.584962501,4.459431619,3.459431619,0,3.906890596,1,0,3.584962501,4.169925001,1,0,3.906890596,2.807354922,4.247927513,3.169925001,2,4.169925001,3.584962501,2,0,3.584962501,4.95419631,3.169925001,6.554588852,6.022367813,2.807354922,3.807354922,5.930737338,4,3.321928095,2.321928095,0,4.321928095,4,4.523561956,0,6.700439718,3.807354922,4,1.584962501,5.754887502,3.169925001,4.807354922,4.459431619,3.169925001,4.247927513,4.459431619,2,3.906890596,2.321928095,1,4.584962501,4.321928095,3.169925001,5.321928095,4.087462841,1.584962501,2,2,2,3.169925001,3.321928095,6.781359714,4.247927513,2.584962501,0,5,4.169925001,4.247927513,0,5.321928095,4.700439718,5.459431619,4.087462841,3.459431619,1,3.169925001,2.807354922,3.700439718,3.584962501,2.321928095,1.584962501,4.087462841,4.857980995,4.392317423,3.321928095,4.807354922,5.584962501,2.584962501,1.584962501,5.129283017,2,5,0,4.169925001,3,4.857980995,5.700439718,4.392317423,0,0,4.087462841,0,1,2.321928095,2,0,1.584962501,4.584962501,2,5,6.189824559,4.459431619,2.321928095,4.169925001,2.584962501,3.807354922,4.087462841,0,4.087462841,4.64385619,4.247927513,3.700439718,3.169925001,5.459431619,0,2.807354922,6.209453366,4.459431619,5.129283017,4.247927513,3.700439718,3.459431619,2.321928095,2.807354922,2.807354922,1.584962501,2.321928095,1,2.321928095,4.087462841,3.807354922,1,3,3,1,3.807354922,3.807354922,1.584962501,2.321928095,3,2.321928095,3,5,1.584962501,4.087462841,4.321928095
SILC1,3.700439718,3.584962501,2.807354922,3.459431619,2.321928095,6.741466986,4.459431619,4.321928095,2.321928095,8.751544059,5.129283017,3.584962501,5.781359714,5.247927513,3.459431619,4.584962501,0,2.807354922,4.459431619,3.906890596,2,2.584962501,3.169925001,4.169925001,4.321928095,0,4.700439718,3.584962501,4.95419631,3.459431619,2.321928095,4.087462841,1.584962501,4.523561956,1,1,3.807354922,3.321928095,4,2.321928095,4.169925001,3,2.807354922,2,3.459431619,6,6.930737338,1,5.357552005,1.584962501,3.807354922,2,7.348728154,3.700439718,4.95419631,1.584962501,1,3,2.321928095,3,3.321928095,7.209453366,5.426264755,7.06608919,4.169925001,4,4.807354922,6.169925001,2.584962501,4.087462841,3.321928095,3.584962501,3.700439718,3,4.087462841,4.392317423,3.807354922,4.392317423,3.321928095,3,1,3.807354922,1,2.807354922,1,3.807354922,4.321928095,2.807354922,5.930737338,6.321928095,4.169925001,3.321928095,1.584962501,4.169925001,4.169925001,4.392317423,4.523561956,7.033423002,5.392317423,3.321928095,5.285402219,3.321928095,2.321928095,4.754887502,1,5.392317423,4.392317423,0,7.651051691,4.087462841,1,8.174925683,4.754887502,0,0,4.392317423,1,2.807354922,3.700439718,0,2.584962501,6,6.14974712,4,5.209453366,5.129283017,5,4.523561956,4.64385619,3,5.906890596,5.832890014,2.584962501,5.459431619,4.169925001,3.584962501,3.584962501,4.247927513,2.807354922,3.321928095,4.906890596,3.321928095,4.087462841,3.169925001,2,6.832890014,3.807354922,4.459431619,4,3.459431619,4,2.321928095,2.321928095,3.700439718,3,4,3.169925001,5.426264755,5.209453366,2.584962501,2.807354922,5.491853096,4.64385619,4.64385619,4.584962501,4.321928095,3.459431619,0
AL391650.2,5.426264755,4.169925001,2.807354922,4.247927513,2,1,4.392317423,4.584962501,0,2,1,3.321928095,5.700439718,1.584962501,2.321928095,0,0,2,6.022367813,4.169925001,1.584962501,2,1.584962501,1,3.584962501,0,3,0,4.807354922,1.584962501,2.584962501,2.807354922,0,0,3.700439718,0,5.087462841,3.584962501,3.807354922,3.807354922,1,3.321928095,2.321928095,0,3.169925001,2.321928095,0,1,1.584962501,0,2.584962501,2.584962501,3.700439718,3.169925001,2.321928095,2.807354922,4.247927513,2,3.459431619,4.087462841,3.584962501,1.584962501,3.459431619,0,2.807354922,3.459431619,0,0,3.700439718,3.700439718,3,2.807354922,0,3.700439718,4.857980995,4,1.584962501,0,2,1,0,1.584962501,1,0,2,5.426264755,0,2.321928095,1,3,3.700439718,0,2.321928095,0,4.087462841,4,4,3.700439718,1,1.584962501,5.459431619,0,0,3.584962501,1.584962501,2.584962501,1,0,3,0,0,0,4.247927513,1,0,4,0,1,1.584962501,0,1,3.169925001,2,4.857980995,3.584962501,5.64385619,3.584962501,4.700439718,3.321928095,1,3.584962501,0,2,3.459431619,0,0,3.169925001,4.392317423,1,3.169925001,2.807354922,2.584962501,3.807354922,3.321928095,1.584962501,1,3.584962501,2.584962501,2.584962501,3.459431619,4.321928095,3.459431619,0,3,0,2.584962501,0,4.857980995,1,4.459431619,3.807354922,4.459431619,3.459431619,4.95419631,5.209453366,3.906890596,0,1.584962501
AL136985.3,5.554588852,5.459431619,6.129283017,5.930737338,5.523561956,3.584962501,5.044394119,4.169925001,8.164906927,1.584962501,5.087462841,5.129283017,5.459431619,3.169925001,4.459431619,5.906890596,2,6.266786541,3.906890596,7.129283017,6.285402219,3.459431619,4.584962501,6.022367813,6.129283017,3.459431619,6.108524457,6.781359714,3.700439718,3.459431619,7.787902559,5.554588852,4.392317423,3.584962501,6.523561956,6.64385619,4.64385619,5.392317423,5.426264755,6.108524457,3.321928095,4.392317423,5.247927513,6.64385619,5.614709844,3.584962501,1.584962501,4.584962501,4,1.584962501,3.459431619,4.906890596,2.584962501,4.392317423,7.845490051,5.392317423,4.459431619,6.14974712,3.459431619,7.044394119,6.569855608,6.475733431,3.700439718,6.930737338,6.539158811,4.169925001,4.523561956,3.584962501,1.584962501,7.864186145,5.087462841,6.741466986,4.523561956,6.06608919,7.22881869,5.129283017,3,6.022367813,4.247927513,5.906890596,1.584962501,4.95419631,0,4.64385619,6.942514505,5.584962501,2,4.392317423,7.693486957,5,4.906890596,6.22881869,4.906890596,4.392317423,6.303780748,7.483815777,3.906890596,5.209453366,2,5.807354922,5.727920455,5.523561956,4.321928095,7.129283017,7.741466986,5,7.108524457,4.169925001,4.857980995,1,1.584962501,1,3.584962501,1,0,6.686500527,5.614709844,2,6.339850003,5.087462841,5.491853096,6.882643049,5.044394119,4.807354922,6.523561956,3.584962501,6.426264755,7.845490051,3.700439718,6.918863237,4.523561956,3.321928095,7.129283017,6,4.459431619,2.321928095,5.129283017,5.044394119,4.247927513,6.087462841,6.375039431,4.169925001,3.906890596,3.906890596,6.50779464,4.247927513,6.044394119,6.988684687,3.700439718,6.569855608,4.321928095,6,4.807354922,4.64385619,4.459431619,8.577428828,6,5.977279923,3.169925001,3.459431619,4.523561956,6.108524457,5.882643049,5.491853096,5.523561956,3,5.754887502,5.169925001
AC009236.1,2.807354922,2.584962501,5.614709844,4.754887502,4.700439718,6.475733431,4.754887502,5,5.044394119,7.62935662,5.906890596,5.321928095,3.906890596,3,0,3.321928095,2.321928095,1.584962501,5.781359714,2.584962501,1.584962501,2.321928095,2.321928095,3,4.700439718,2,5.129283017,6.06608919,2.321928095,1,4.087462841,3.584962501,3.321928095,4.857980995,3.906890596,4.584962501,4.321928095,2,4.087462841,1,5.392317423,2.807354922,0,0,2,6.339850003,1,6.475733431,4.754887502,2.584962501,2.321928095,3.169925001,3.321928095,3.169925001,5.169925001,5.087462841,2,2.584962501,2,3.321928095,6.584962501,1.584962501,3.700439718,4.64385619,4.169925001,3,4.247927513,2,3.459431619,1.584962501,3.807354922,5.459431619,5.584962501,6.554588852,4,3.807354922,5.727920455,3.459431619,3.169925001,3,2.321928095,4.087462841,4.459431619,5.672425342,0,2.321928095,0,5.087462841,2.321928095,2.321928095,3.807354922,2.321928095,4.169925001,3.169925001,3.700439718,6.357552005,4.700439718,2.807354922,6.108524457,3.459431619,5.044394119,0,3,4.807354922,5.169925001,5.64385619,3.584962501,2.321928095,4.392317423,5.247927513,4.321928095,7.607330314,4.247927513,0,0,5.807354922,3,2.321928095,4.95419631,5.392317423,2.321928095,6.169925001,2.584962501,2,2.321928095,4.459431619,3.169925001,2.584962501,4,2.321928095,4.64385619,5.129283017,2.807354922,1,1,3.459431619,3.700439718,4,3,3.169925001,4.95419631,3.807354922,3.169925001,4.523561956,2,5.357552005,2,4.95419631,0,1.584962501,5.857980995,4.247927513,7.491853096,4,2.807354922,2.807354922,4.321928095,4.584962501,6.918863237,3,3.169925001,4.523561956,4.087462841,3,3.459431619,3.321928095,3.321928095,5.247927513
NRIR,3,4.95419631,3,6.700439718,1,4.64385619,5.285402219,4.523561956,5.64385619,5.700439718,7.118941073,3.459431619,5.285402219,2,1,4,2.321928095,3.169925001,1,4.321928095,1.584962501,0,5.64385619,3.321928095,4.857980995,6.832890014,3.584962501,5.285402219,4.64385619,4,2,5.672425342,2.807354922,3.700439718,5.129283017,6.375039431,3.584962501,6.977279923,4.906890596,4.95419631,1,2.807354922,2,3.700439718,4.857980995,3.169925001,2.321928095,3.169925001,2.321928095,3.321928095,4.392317423,3.906890596,3.584962501,3.700439718,7.276124405,6.129283017,2,6.06608919,3.459431619,5.882643049,4.321928095,3,5,3.807354922,6.87036472,2.321928095,2.321928095,1.584962501,0,5.832890014,4.857980995,4.584962501,2.584962501,3.807354922,5.754887502,2.807354922,3.169925001,6.988684687,5.321928095,4.754887502,2.807354922,5.129283017,2.807354922,7.257387843,7.400879436,6.247927513,2,3,4.64385619,3.459431619,4.857980995,2.807354922,4.459431619,2.321928095,6.599912842,1,4.95419631,3.807354922,3,4.807354922,3.459431619,4.169925001,1.584962501,6.714245518,4.321928095,3.584962501,3.807354922,4.700439718,2.584962501,6.357552005,2,3.321928095,3.584962501,0,1.584962501,4.584962501,3,2.321928095,1,6.686500527,3.459431619,5.95419631,5.95419631,3.700439718,5.169925001,4.087462841,6.820178962,4.700439718,5,3.584962501,3.906890596,3.906890596,5.321928095,3.459431619,4.523561956,4.169925001,6.442943496,3.584962501,3.169925001,5.392317423,5.129283017,3.321928095,2.584962501,3.459431619,2.321928095,3.584962501,3.700439718,3.700439718,1,7.988684687,3,3.169925001,3.169925001,4,3,3.807354922,5.700439718,6.375039431,1.584962501,2,4.169925001,7.409390936,4.95419631,3.321928095,4.906890596,2,4.857980995,3.169925001
AL445490.1,3,4.584962501,3.459431619,5.781359714,3.169925001,4.321928095,5.247927513,4.584962501,5.700439718,0,5.781359714,1.584962501,6.599912842,2,5,4.087462841,1.584962501,5.169925001,2.807354922,3.807354922,3,0,4.807354922,3.807354922,4.754887502,3.700439718,3.459431619,5.357552005,4.321928095,2.584962501,2.321928095,5.087462841,1.584962501,3,5.087462841,4.321928095,5.459431619,5.584962501,4.807354922,7.383704292,3,1.584962501,3.321928095,3.321928095,3.700439718,3,2.321928095,3,1.584962501,2.321928095,4.754887502,3,2.321928095,3.906890596,8.344295908,4.700439718,0,5.614709844,2.584962501,4.523561956,5.129283017,4.459431619,4,2.584962501,5.247927513,3.321928095,3,2,0,6,4.64385619,4.321928095,0,6.988684687,5,2.321928095,2,6.189824559,4.754887502,3,2,4,0,4.321928095,5.426264755,5.64385619,0,2.321928095,0,3.459431619,3.169925001,1.584962501,3.321928095,3,5.672425342,3.321928095,5.321928095,2.321928095,1,4,3.906890596,4.247927513,5.169925001,6.266786541,6.129283017,3.459431619,4.247927513,4.247927513,2.321928095,2,2.584962501,1.584962501,2.807354922,3.906890596,4.247927513,3.906890596,3.459431619,1.584962501,3.459431619,4.459431619,3.584962501,6.22881869,6.22881869,3,5.169925001,3.584962501,4.906890596,5.554588852,3.584962501,2.807354922,3.169925001,1.584962501,7.159871337,3.584962501,3,2,4.807354922,4,2,6.022367813,3.807354922,2.807354922,4.584962501,3.584962501,3.169925001,3.169925001,3.321928095,3.807354922,2.584962501,6.044394119,2.321928095,3,2.584962501,3,3.321928095,4.906890596,6.672425342,6.584962501,3,0,3,5,3.321928095,2.321928095,3.321928095,1.584962501,5.95419631,2.807354922
AL592078.2,1.584962501,1,1.584962501,2.321928095,0,5.727920455,1,2.584962501,2,5.882643049,4.584962501,0,3.169925001,2.807354922,2,2,4.95419631,0,1.584962501,0,1,1.584962501,0,0,2,0,1,3,2.321928095,0,2.584962501,0,0,4.95419631,1,1,3.584962501,0,1,1,2.584962501,1.584962501,1,1,0,5.169925001,5.930737338,0,2,0,2.584962501,1,2.584962501,2.584962501,0,1,0,2,0,0,1,2.321928095,1.584962501,2.807354922,1,0,1,0,0,0,1,3.169925001,0,2.584962501,1.584962501,2.321928095,1,0,0,1,6,0,0,0,0,0,2.584962501,0,1.584962501,1.584962501,0,0,2.321928095,1.584962501,1.584962501,1,2.321928095,0,2.321928095,2,2.584962501,0,0,2.807354922,1,3.906890596,1.584962501,0,3.459431619,6.22881869,5.754887502,7.554588852,3.700439718,0,1.584962501,0,1.584962501,5.754887502,1,0,0,4.169925001,1.584962501,2.321928095,0,3.169925001,1.584962501,2.321928095,3.169925001,0,2,3.321928095,0,0,0,2,1.584962501,1,2.807354922,0,2.321928095,3.906890596,1,2,0,2.321928095,2,2.584962501,1.584962501,0,0,1.584962501,3,0,1.584962501,0,2,3.700439718,5.044394119,2.321928095,0,3,3.321928095,2,1.584962501,2.807354922,0,0
LINC01693,5.554588852,2,2.321928095,1,2.807354922,0,0,1.584962501,4.169925001,0,0,4.584962501,1,1,3,0,0,2.807354922,2.321928095,1.584962501,3.906890596,2.807354922,1.584962501,3.459431619,1.584962501,0,0,0,1,0,2.584962501,0,3.700439718,2.584962501,0,3,0,1.584962501,1.584962501,1,1,1,0,2.584962501,1,2,0,8.238404739,0,4.64385619,0,1,0,2.807354922,3.169925001,4.700439718,2,1,3.906890596,4.321928095,2.321928095,1,1.584962501,3.584962501,3.584962501,2.584962501,2,0,0,1,1.584962501,2.584962501,1.584962501,4.321928095,3.700439718,1,4.807354922,1.584962501,0,0,0,4,2.321928095,1.584962501,1.584962501,2,0,2,0,3,2.807354922,1.584962501,1,1.584962501,1,4.321928095,0,1,1,2.807354922,2.807354922,2.807354922,1,2,0,3.169925001,4,3.807354922,1,0,0,0,2.584962501,0,1,3.459431619,1.584962501,0,3.459431619,0,0,5.285402219,1,0,0,1,2.584962501,0,1,3.169925001,2.807354922,1,3.700439718,4,2,1.584962501,4.087462841,1,2,4.169925001,3.700439718,1,0,2.807354922,1,1.584962501,4.754887502,4,0,0,3.700439718,3.169925001,1.584962501,2.807354922,2,4,4.321928095,2.584962501,0,1,2.584962501,4.392317423,1.584962501,0,4.584962501,0,2,6.977279923
AL590434.1,2,4.807354922,0,1,0,2,0,1.584962501,2.321928095,2.807354922,1,2.321928095,3.169925001,3,0,0,1.584962501,0,5.700439718,3.459431619,0,4.087462841,1,0,2.807354922,1,3.321928095,3,5.169925001,0,2.321928095,3.169925001,0,1,1,1,6.044394119,1,2.807354922,1.584962501,0,4.247927513,1,2.584962501,1.584962501,1.584962501,1.584962501,0,3.321928095,0,0,2,3.169925001,2.321928095,3.584962501,1,3,0,1,1.584962501,1,2,4.392317423,2.321928095,1,2,1,0,5.392317423,3,2.584962501,2,0,2.807354922,3,2,2.584962501,2.584962501,2,3.459431619,2,2,0,1.584962501,1.584962501,2.321928095,0,4.700439718,0,5.426264755,4.906890596,1.584962501,2,1,4.392317423,1,3.459431619,1,0,1,3.459431619,1.584962501,0,2,1.584962501,1,0,1,6.781359714,4.64385619,0,2.321928095,1,0,0,1.584962501,1.584962501,1,0,2.321928095,1.584962501,2,1,3.906890596,1.584962501,4,1.584962501,3.321928095,6.658211483,1.584962501,2.584962501,2,4.169925001,2,2.584962501,2.584962501,2,2.807354922,0,3.459431619,3.584962501,1,5.321928095,1,1,1,2.584962501,2.807354922,0,0,4.169925001,1.584962501,0,4.459431619,3.169925001,2.321928095,1,2.321928095,3.169925001,5.930737338,1,2.584962501,5.209453366,7.257387843,3.584962501,3.169925001,1,2
AL139246.3,5.426264755,7.139551352,7.531381461,6.303780748,7.857980995,5.832890014,6.108524457,5.906890596,7.17990909,2,7.491853096,4.087462841,6.409390936,5.727920455,5.247927513,7.554588852,3.459431619,6.303780748,4.95419631,6.247927513,6.321928095,3.700439718,6,4.523561956,7.74819285,6.781359714,5.700439718,6.614709844,5.459431619,7.614709844,5.930737338,6.906890596,5.491853096,5.95419631,7.948367232,6.988684687,5.426264755,5.584962501,7.599912842,8.118941073,5.087462841,4.459431619,8.357552005,5.426264755,8.344295908,5.087462841,3.584962501,5.906890596,7.21916852,4.584962501,3.459431619,6.409390936,3.459431619,5.700439718,8.479780264,8.28077077,6.169925001,7.257387843,6.321928095,8.06608919,6.754887502,7.409390936,4.459431619,5.95419631,7.434628228,8.005624549,7.375039431,5.169925001,3.700439718,8.118941073,6.754887502,7.266786541,4,6.569855608,7.483815777,7.139551352,4.247927513,5.64385619,4.392317423,7.62935662,0,6.599912842,3.700439718,8.312882955,8.77807713,6.303780748,1.584962501,5.832890014,6.266786541,5.523561956,5.727920455,7.888743249,6.14974712,6.807354922,6.87036472,4.392317423,4.523561956,7.523561956,3.321928095,6.672425342,5.426264755,6.614709844,7.247927513,5.64385619,6.768184325,6.247927513,8.459431619,6.977279923,7.948367232,3.584962501,1,5.781359714,3.169925001,6.741466986,7.375039431,5.491853096,6.686500527,3.321928095,7.022367813,6.942514505,6.781359714,6.554588852,6.988684687,5.700439718,7.539158811,4.584962501,8.317412614,7.434628228,4,5.977279923,4.857980995,4.321928095,6.700439718,6.768184325,5.129283017,2.584962501,7.434628228,5.169925001,5.554588852,7.348728154,7.693486957,5.209453366,4.64385619,8.271463028,5.95419631,7.948367232,5.832890014,6.686500527,4,6.357552005,3.807354922,5.781359714,5.832890014,2.321928095,6.22881869,7.857980995,4.857980995,7.948367232,5.129283017,2.807354922,8.820178962,7.257387843,6.491853096,8.888743249,4.584962501,4.523561956,6.539158811,6.189824559
AL137800.1,1,0,3.700439718,2,0,0,0,0,1,1.584962501,2,5.087462841,0,0,1,0,0,1,3.169925001,5.459431619,3.169925001,0,2,0,1.584962501,2,1.584962501,3,0,1.584962501,3.321928095,0,4.754887502,1,6.700439718,0,2.321928095,2.807354922,0,1,4.392317423,1.584962501,0,0,2,1,1.584962501,0,1,2.321928095,2,1.584962501,0,1,2.584962501,1.584962501,0,0,1.584962501,2,3.169925001,1,0,0,1,0,1,0,0,1.584962501,0,2,0,5.614709844,0,1.584962501,1,0,0,2.321928095,0,3.321928095,0,0,2.321928095,2.807354922,0,3,1,1.584962501,2,0,2,3.807354922,2,6.539158811,1,1,0,3.169925001,3,1.584962501,1,0,2.321928095,2,0,1.584962501,0,0,1,1,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,1,0,1,2,3,0,1,0,5.882643049,1,1.584962501,2.584962501,1,2,1,1,2.584962501,1,1,4,0,0,2,1.584962501,2.584962501,8.257387843,0,0,1,7.820178962,4.584962501,1.584962501,3,1,1,1,0,1,0,2.321928095,0
LINC01342,3.459431619,5.087462841,4.754887502,3.459431619,4.523561956,2.321928095,4.754887502,4,4.857980995,2,4.857980995,3.459431619,4.169925001,2,4.807354922,5.247927513,3.700439718,5.169925001,2,2.807354922,3.807354922,2.584962501,3.169925001,4.321928095,5.285402219,3.321928095,3.906890596,3.321928095,2.584962501,3.459431619,3.169925001,5.459431619,3.584962501,2.807354922,5.044394119,5.523561956,2.584962501,3,4.754887502,4.169925001,0,2.584962501,4.169925001,3.906890596,4.95419631,1.584962501,1,4.64385619,2,3.700439718,3.459431619,3.459431619,1.584962501,4.321928095,5.285402219,4.64385619,3.169925001,5.754887502,5.554588852,4.087462841,2.321928095,5.357552005,4.459431619,5.357552005,4.906890596,3.321928095,3.459431619,5.459431619,2.321928095,6.169925001,4.584962501,2,2,0,5.129283017,5.044394119,0,3.584962501,3.169925001,4.584962501,0,5,0,4.392317423,4.807354922,5.459431619,2.321928095,0,4.584962501,4.754887502,3.807354922,5,2.584962501,5.321928095,4.321928095,4.087462841,4.754887502,5.357552005,3.169925001,3.700439718,5.087462841,1,5.754887502,3.459431619,5.832890014,4.584962501,5.285402219,1.584962501,4.247927513,1.584962501,0,7.022367813,3.584962501,2.321928095,5.087462841,3.169925001,2.584962501,0,5.64385619,3.169925001,3.807354922,5.357552005,7.076815597,5.459431619,5.906890596,3.169925001,5.781359714,5.882643049,3.321928095,4.95419631,3.584962501,0,5.64385619,3.807354922,5,0,4.459431619,2,3.321928095,4.807354922,4.169925001,3.807354922,2.584962501,4.247927513,3.169925001,4.392317423,3.459431619,5.459431619,3.807354922,6.087462841,3.807354922,3.169925001,3.584962501,3.459431619,3.169925001,5.129283017,0,5.247927513,4,2,7.169925001,4.906890596,5.321928095,6.22881869,3.169925001,1.584962501,4.087462841,2
